"shop_code","shop_type","shop_name","shop_address","shop_grand_opening_date","shop_opening_date","shop_closing_date","shop_province_name","shop_province_code","shop_area_name","shop_region_name","shop_ward_name","shop_ward_code","_record_date"
SHOP_17,"[""F""]","LC CTO 164 Trần Hưng Đạo, X. Mỹ Tú","164 Trần Hưng Đạo, TT. Huỳnh Hữu Nghĩa, H. Mỹ Tú, Tỉnh Sóc Trăng",2025-07-15,2025-07-01,2149-06-06,Tỉnh Sóc Trăng,"54",Miền Tây Nam Bộ - KV4,Miền Tây,Thị trấn Huỳnh Hữu Nghĩa,"31567",2026-05-13
SHOP_170,"[""F""]","LC HCM 10-10A Thiên Phước, P. Tân Hòa","10 - 10A Thiên Phước, P. 9, Q. Tân Bình, TP. Hồ Chí Minh",2024-07-09,2024-06-24,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV24,Hồ Chí Minh 1,Phường 9,"27001",2026-05-13
SHOP_171,"[""F""]","LC TNH 19 Hùng Vương, P. Long An","19 Hùng Vương, P. 2, TP. Tân An, Tỉnh Long An",2021-01-12,2020-12-17,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV22,Hồ Chí Minh 2,Phường 2,"27688",2026-05-13
SHOP_172,"[""VACCINE""]","VX HCM 44 Đường Số 7, X. Long Hải","44 Đường Số 7, TT. Long Hải, H. Long Đất, Tỉnh Bà Rịa - Vũng Tàu",2025-03-14,2025-03-11,2149-06-06,Tỉnh Bà Rịa - Vũng Tàu,"9",Hồ Chí Minh 2 - KV13,Hồ Chí Minh 2,Thị Trấn Long Hải,"90502",2026-05-13
SHOP_173,"[""F""]","LC GLI 203 Hùng Vương, P. Pleiku","203 Hùng Vương, P. Hội Thương, TP. Pleiku, Tỉnh Gia Lai",2021-10-27,2021-12-15,2149-06-06,Tỉnh Gia Lai,"21",Miền Trung - KV28,Miền Trung,Phường Hội Thương,"23566",2026-05-13
SHOP_174,"[""F""]","LC LĐG 276 Đường ĐT717, X. Đồng Kho","276 Đường ĐT717, X. Đồng Kho, H. Tánh Linh, Tỉnh Bình Thuận",2023-12-16,2023-11-25,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV28,Miền Đông,Xã Đồng Kho,"23173",2026-05-13
SHOP_175,"[""F""]","LC LĐG 169 Nguyễn Tất Thành, X. Bắc Bình","169 Nguyễn Tất Thành, TT. Chợ Lầu, H. Bắc Bình, Tỉnh Bình Thuận",2023-10-05,2023-09-18,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV33,Miền Đông,Thị trấn Chợ Lầu,"23005",2026-05-13
SHOP_176,"[""F""]","LC HCM 15/1 Nguyễn Cảnh Chân, P. Cầu Ông Lãnh","TK 15/1 Nguyễn Cảnh Chân, P. Cầu Kho, Q. 1, TP. Hồ Chí Minh",2024-06-06,2024-05-18,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV6,Hồ Chí Minh 1,Phường Cầu Kho,"26761",2026-05-13
SHOP_177,"[""F""]","LC HCM 548 Đinh Đức Thiện, X. Bình Chánh","548 Đinh Đức Thiện, X. Tân Quý Tây, H. Bình Chánh, TP. Hồ Chí Minh",2149-06-06,2026-01-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV38,Hồ Chí Minh 1,Xã Tân Quý Tây,"27634",2026-05-13
SHOP_178,"[""F""]","LC DNI 332 Quốc Lộ 1A, X. Xuân Hòa","332 Quốc Lộ 1A, X. Xuân Hòa, H. Xuân Lộc, Tỉnh Đồng Nai",2023-10-27,2023-09-30,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV23,Miền Đông,Xã Xuân Hòa,"26443",2026-05-13
SHOP_179,"[""F""]","LC GLI 02 Lý Thường Kiệt, P. Quy Nhơn","02 Lý Thường Kiệt, P. Lê Hồng Phong, TP. Quy Nhơn, Tỉnh Bình Định",2022-09-07,2022-09-21,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV5,Miền Trung,Phường Lê Hồng Phong,"21571",2026-05-13
SHOP_18,"[""F""]","LC BNH 300 Lê Lợi, P. Bắc Giang","300 Lê Lợi, P. Hoàng Văn Thụ, TP. Bắc Giang, Tỉnh Bắc Giang",2022-07-13,2022-07-19,2149-06-06,Tỉnh Bắc Giang,"4",Hà Nội - KV11,Hà Nội,Phường Hoàng Văn Thụ,"7210",2026-05-13
SHOP_180,"[""F""]","LC HPG 841 Mạc Đăng Doanh, P. Hưng Đạo","841 Mạc Đăng Doanh, P. Đa Phúc, Q. Dương Kinh, TP. Hải Phòng",2149-06-06,2026-02-09,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV18,Miền Bắc 2,Phường Đa Phúc,"11683",2026-05-13
SHOP_181,"[""F""]","LC THA TDP Liên Hải, P. Nghi Sơn","Tổ Dân phố Liên Hải, Phường Hải Thượng, Thị xã Nghi Sơn, Tỉnh Thanh Hóa",2149-06-06,2025-09-25,2149-06-06,Tỉnh Thanh Hóa,"57",Miền Bắc 2 - KV10,Miền Bắc 2,Phường Hải Thượng,"90136",2026-05-13
SHOP_182,"[""F""]","LC DAG 01-03 Quốc Lộ 1A, P. Điện Bàn Bắc","01-03 Quốc Lộ 1A, P. Điện Thắng Bắc, TX. Điện Bàn, Tỉnh Quảng Nam",2024-11-22,2024-10-16,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV12,Miền Trung,Phường Điện Thắng Bắc,"20560",2026-05-13
SHOP_183,"[""F""]","LC AGG 58-60 Nguyễn Tri Phương, P. Tân Châu","58-60 Nguyễn Tri Phương, Phường Long Thạnh, Thị Xã Tân Châu, Tỉnh An Giang",2149-06-06,2025-09-16,2149-06-06,Tỉnh An Giang,"1",Miền Tây Nam Bộ - KV28,Miền Tây,Phường Long Thạnh,"30376",2026-05-13
SHOP_184,"[""F""]","LC BNH 789A Lê Lợi, P. Bắc Giang","789A Lê Lợi, P. Dĩnh Kế, TP. Bắc Giang, Tỉnh Bắc Giang",2023-07-11,2023-05-22,2149-06-06,Tỉnh Bắc Giang,"4",Hà Nội - KV11,Hà Nội,Phường Dĩnh Kế,"7231",2026-05-13
SHOP_185,"[""F""]","LC LCI 104 Quang Trung, X. Văn Bàn","104 Quang Trung, TT. Khánh Yên, H. Văn Bàn, Tỉnh Lào Cai",2023-06-23,2023-05-20,2149-06-06,Tỉnh Lào Cai,"38",Miền Bắc 1 - KV10,Miền Bắc 1,Thị trấn Khánh Yên,"3055",2026-05-13
SHOP_186,"[""F""]","LC NBH Xóm Bắc Giao Cù Trung, X. Nam Đồng","Xóm Bắc Giao Cù Trung, X. Đồng Sơn, H. Nam Trực, Tỉnh Nam Định",2025-11-07,2025-10-14,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV21,Miền Bắc 2,Xã Đồng Sơn,"14014",2026-05-13
SHOP_187,"[""F""]","LC TNN 101 Hoàng Trường Minh, P. Bắc Kạn","101 Hoàng Trường Minh, P. Sông Cầu, TP. Bắc Kạn, Tỉnh Bắc Kạn",2023-04-18,2023-01-30,2149-06-06,Tỉnh Bắc Kạn,"5",Miền Bắc 1 - KV19,Miền Bắc 1,Phường Sông Cầu,"1837",2026-05-13
SHOP_188,"[""VACCINE""]","VX AGG 327 Nguyễn Trung Trực, Đặc khu Phú Quốc","327 Nguyễn Trung Trực, P. Dương Đông, TP. Phú Quốc, Tỉnh Kiên Giang",2024-06-14,2024-06-12,2149-06-06,Tỉnh Kiên Giang,"34",Miền Tây Nam Bộ - KV14,Miền Tây,Phường Dương Đông,"31078",2026-05-13
SHOP_189,"[""F""]","LC DAG 254 Âu Cơ, P. Liên Chiểu","254 Âu Cơ, P. Hoà Khánh Bắc, Q. Liên Chiểu, TP. Đà Nẵng",2022-03-09,2022-03-18,2149-06-06,Đà Nẵng,"17",Miền Trung - KV8,Miền Trung,Phường Hòa Khánh Bắc,"20197",2026-05-13
SHOP_19,"[""F""]","LC AGG Ấp Suối Đá, Đặc khu Phú Quốc","Ấp Suối Đá, X. Dương Tơ, TP. Phú Quốc, Tỉnh Kiên Giang",2023-09-12,2023-08-13,2149-06-06,Tỉnh Kiên Giang,"34",Miền Tây Nam Bộ - KV10,Miền Tây,Xã Dương Tơ,"31096",2026-05-13
SHOP_190,"[""F""]","LC HCM 69B Đình Phong Phú, P. Tăng Nhơn Phú","69B Đình Phong Phú, P. Tăng Nhơn Phú B, TP. Thủ Đức, TP. Hồ Chí Minh",2022-04-12,2022-04-30,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 2 - KV3,Hồ Chí Minh 2,Phường Tăng Nhơn Phú B,"90104",2026-05-13
SHOP_191,"[""F""]","LC HCM 55 Đường N1, P. Thới Hòa","55 Đường N1, P. Thới Hòa, TX. Bến Cát, Tỉnh Bình Dương",2021-12-06,2021-12-27,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV11,Hồ Chí Minh 2,Phường Thới Hòa,"25846",2026-05-13
SHOP_192,"[""VACCINE""]","VX DLK 219 Ngô Quyền, P. Tân An","219 Ngô Quyền, Phường Tân An, Thành Phố Buôn Ma Thuột, Tỉnh Đắk Lắk",2025-10-25,2025-10-28,2149-06-06,Tỉnh Đắk Lắk,"16",Miền Đông - KV8,Miền Đông,Phường Tân An,"24124",2026-05-13
SHOP_193,"[""F""]","LC QNI Xóm 7, X. Thọ Phong","Xóm 7, Thôn Phong Niên Thượng, X. Tịnh Phong, H. Sơn Tịnh, Tỉnh Quảng Ngãi",2023-07-20,2023-07-01,2149-06-06,Tỉnh Quảng Ngãi,"50",Miền Trung - KV20,Miền Trung,Xã Tịnh Phong,"21181",2026-05-13
SHOP_194,"[""VACCINE""]","VX HPG TDP Mánh, P. Thủy Nguyên","TDP Mánh, P. Thủy Đường, TP. Thủy Nguyên, TP. Hải Phòng",2025-06-27,2025-06-24,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV6,Miền Bắc 2,Phường Thủy Đường,"11563",2026-05-13
SHOP_195,"[""F""]","LC CTO 1705 Bùi Hữu Nghĩa, P. Long Tuyền","1705 Bùi Hữu Nghĩa, P. Long Tuyền, Q. Bình Thủy, TP. Cần Thơ",2022-05-14,2022-05-30,2149-06-06,Cần Thơ,"14",Miền Tây Nam Bộ - KV17,Miền Tây,Phường Long Tuyền,"31183",2026-05-13
SHOP_196,"[""F""]","LC SLA Tiểu Khu 1, X. Phù Yên","Tiểu Khu 1, TT. Phù Yên, H. Phù Yên, Tỉnh Sơn La",2023-06-28,2023-06-06,2149-06-06,Tỉnh Sơn La,"53",Miền Bắc 1 - KV9,Miền Bắc 1,Thị trấn Phù Yên,"3898",2026-05-13
SHOP_197,"[""VACCINE""]","VX DNI 126 Quốc Lộ 1A, X. Trảng Bom","126 Quốc Lộ 1A, TT Trảng Bom, H. Trảng Bom, Tỉnh Đồng Nai",2024-09-27,2024-09-18,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV34,Miền Đông,Thị trấn Trảng Bom,"26248",2026-05-13
SHOP_198,"[""F""]","LC LCU 829 Lê Lợi, X. Tân Uyên","829 Lê Lợi, TT. Tân Uyên, H. Tân Uyên, Tỉnh Lai Châu",2026-01-28,2026-01-16,2149-06-06,Tỉnh Lai Châu,"39",Miền Bắc 1 - KV10,Miền Bắc 1,Thị trấn Tân Uyên,"3598",2026-05-13
SHOP_199,"[""F""]","LC HPG TDP Minh Kha, P. An Hải","TDP Minh Kha, P. Đồng Thái, Q. An Dương, TP. Hải Phòng",2025-06-14,2025-04-19,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV6,Miền Bắc 2,Phường Đồng Thái,"11617",2026-05-13
SHOP_2,"[""VACCINE""]","VX HTH 189 Trần Phú, P. Bắc Hồng Lĩnh","189 Trần Phú, P. Bắc Hồng, TX. Hồng Lĩnh, Tỉnh Hà Tĩnh",2025-07-18,2025-07-15,2149-06-06,Tỉnh Hà Tĩnh,"29",Miền Trung - KV13,Miền Trung,Phường Bắc Hồng,"18115",2026-05-13
SHOP_20,"[""F""]","LC VLG 159A Đường ĐT 884, P. Phú Tân","159A Đường ĐT 884, P. Phú Tân, TP. Bến Tre, Tỉnh Bến Tre",2024-08-10,2024-07-31,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV18,Miền Tây,Phường Phú Tân,"28757",2026-05-13
SHOP_200,"[""F""]","LC LĐG A35 Hùng Vương, P. Phú Thuỷ","A35 Hùng Vương, P. Phú Thủy, TP. Phan Thiết, Tỉnh Bình Thuận",2025-06-04,2025-05-15,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV6,Miền Đông,Phường Phú Thủy,"22924",2026-05-13
SHOP_201,"[""F""]","LC DTP 95 Đường DT867, X. Tân Phước 1","95 Đường DT867, TT. Mỹ Phước, H. Tân Phước, Tỉnh Tiền Giang",2022-08-09,2022-08-28,2149-06-06,Tỉnh Tiền Giang,"56",Miền Tây Nam Bộ - KV13,Miền Tây,Thị trấn Mỹ Phước,"28321",2026-05-13
SHOP_202,"[""F""]","LC BNH 87 Lãm Làng, P. Nam Sơn","87 Lãm Làng, P. Vân Dương, TP. Bắc Ninh, Tỉnh Bắc Ninh",2024-09-28,2024-09-05,2149-06-06,Tỉnh Bắc Ninh,"7",Hà Nội - KV34,Hà Nội,Phường Vân Dương,"9271",2026-05-13
SHOP_203,"[""F""]","LC HNI 167 Liên Hà, X. Thư Lâm","167 Liên Hà, X. Liên Hà, H. Đông Anh, TP. Hà Nội",2024-06-21,2024-05-02,2149-06-06,Hà Nội,"26",Hà Nội - KV12,Hà Nội,Xã Liên Hà,"484",2026-05-13
SHOP_204,"[""F""]","LC PTO Khu 2, X. Bản Nguyên","Khu 2, X. Bản Nguyên, H. Lâm Thao, Tỉnh Phú Thọ",2023-08-23,2023-07-18,2149-06-06,Tỉnh Phú Thọ,"46",Miền Bắc 1 - KV1,Miền Bắc 1,Xã Bản Nguyên,"8539",2026-05-13
SHOP_205,"[""F""]","LC HNI Đường Cái, P. Thanh Trì","Đường Cái, Thôn Tự Khoát, X. Ngũ Hiệp, H. Thanh Trì, TP. Hà Nội",2149-06-06,2025-08-19,2149-06-06,Hà Nội,"26",Hà Nội - KV30,Hà Nội,Xã Ngũ Hiệp,"667",2026-05-13
SHOP_206,"[""F""]","LC DLK 1 Tỉnh Lộ 5, P. Buôn Ma Thuột","1 Tỉnh Lộ 5, X. Cư Êbur, TP. Buôn Ma Thuột, Tỉnh Đắk Lắk",2025-05-30,2025-05-03,2149-06-06,Tỉnh Đắk Lắk,"16",Miền Đông - KV3,Miền Đông,Xã Cư ÊBur,"24160",2026-05-13
SHOP_207,"[""F""]","LC NBH 18A Phát Diệm Đông, X. Phát Diệm","18A Phát Diệm Đông, TT. Phát Diệm, H. Kim Sơn, Tỉnh Ninh Bình",2021-07-21,2021-06-15,2149-06-06,Tỉnh Ninh Bình,"43",Miền Bắc 2 - KV11,Miền Bắc 2,Thị trấn Phát Diệm,"14620",2026-05-13
SHOP_208,"[""F""]","LC PTO Thôn Nhật Chiêu 4, X. Liên Châu","Thôn Nhật Chiêu 4, X. Liên Châu, H. Yên Lạc, Tỉnh Vĩnh Phúc",2025-06-02,2025-05-05,2149-06-06,Tỉnh Vĩnh Phúc,"63",Miền Bắc 1 - KV3,Miền Bắc 1,Xã Liên Châu,"9064",2026-05-13
SHOP_209,"[""F""]","LC NAN 1-2-3-4 Chợ Ga, Phan Bội Châu, P. Thành Vinh","1-2-3-4 Chợ Ga, Phan Bội Châu, P. Lê Lợi, TP. Vinh, Tỉnh Nghệ An",2021-05-12,2021-04-09,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV7,Miền Trung,Phường Lê Lợi,"16669",2026-05-13
SHOP_21,"[""F""]","LC DAG 264 Ông Ích Khiêm, P. Thanh Khê","264-266 Ông Ích Khiêm, P. Tân Chính, Q. Thanh Khê, TP. Đà Nẵng",2020-10-14,2020-07-21,2149-06-06,Đà Nẵng,"17",Miền Trung - KV4,Miền Trung,Phường Tân Chính,"20212",2026-05-13
SHOP_210,"[""F""]","LC HCM 730 Lạc Long Quân, P. Tân Hòa","730 Lạc Long Quân, P. 9, Q. Tân Bình, TP. Hồ Chí Minh",2021-09-19,2021-12-06,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV24,Hồ Chí Minh 1,Phường 9,"27001",2026-05-13
SHOP_211,"[""VACCINE""]","VX HCM 74-76 Tô Ngọc Vân, P. Thủ Đức","74 -76 Tô Ngọc Vân, P. Linh Tây, TP. Thủ Đức, TP. Hồ Chí Minh",2024-04-12,2024-04-09,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 2 - KV3,Hồ Chí Minh 2,Phường Linh Tây,"26818",2026-05-13
SHOP_212,"[""F""]","LC DAG 26 Hoàng Việt, P. An Hải","26 Hoàng Việt, P. An Hải Bắc, Q. Sơn Trà, TP. Đà Nẵng",2021-11-13,2021-06-21,2149-06-06,Đà Nẵng,"17",Miền Trung - KV30,Miền Trung,Phường An Hải Bắc,"20272",2026-05-13
SHOP_213,"[""F""]","LC LCI 1 Tuệ Tĩnh, X. Mậu A","1 Tuệ Tĩnh, TT. Mậu A, H. Văn Yên, Tỉnh Yên Bái",2024-12-05,2024-11-15,2149-06-06,Tỉnh Yên Bái,"64",Miền Bắc 1 - KV11,Miền Bắc 1,Thị trấn Mậu A,"4375",2026-05-13
SHOP_214,"[""F""]","LC LĐG 103 Thôn Hòa Phong, X. Đắk Sắk","103 Thôn Hòa Phong, X. Đắk Sắk, H. Đắk Mil, Tỉnh Đắk Nông",2023-09-20,2023-07-27,2149-06-06,Tỉnh Đăk Nông,"19",Miền Đông - KV35,Miền Đông,Xã Đắk Sắk,"24679",2026-05-13
SHOP_215,"[""DANT""]",HUB NT HCM 106-108 Tô Ngọc Vân,"106-108 Tô Ngọc Vân, P. Linh Tây, TP. Thủ Đức, TP. Hồ Chí Minh",2149-06-06,2023-04-26,2025-01-01,Hồ Chí Minh,"23",HCM - DANT KV 1,Hồ Chí Minh 1,Phường Linh Tây,"26818",2026-05-13
SHOP_216,"[""F""]","LC TTH 28 Yết Kiêu, P. Phú Xuân","28 Yết Kiêu, P. Thuận Hòa, Q. Phú Xuân, TP. Huế",2023-08-27,2023-07-02,2149-06-06,Huế,"31",Miền Trung - KV24,Miền Trung,Phường Thuận Hòa,"19762",2026-05-13
SHOP_217,"[""F""]","LC DNI 223 Đường DT741, X. Đồng Phú","223 Đường DT741, P. Tân Lập, H. Đồng Phú, Tỉnh Bình Phước",2024-12-26,2024-12-10,2149-06-06,Tỉnh Bình Phước,"8",Miền Đông - KV26,Miền Đông,Xã Tân Lập,"25381",2026-05-13
SHOP_218,"[""F""]","LC DNI 49 Đường ĐT759B, X. Tân Tiến","49 Đường ĐT759B, X. Tân Thành, H. Bù Đốp, Tỉnh Bình Phước",2023-08-23,2023-07-30,2149-06-06,Tỉnh Bình Phước,"8",Miền Đông - KV19,Miền Đông,Xã Tân Thành,"25318",2026-05-13
SHOP_219,"[""F""]","LC LĐG 101 Nguyễn Thông, P. Phú Thủy","101 Nguyễn Thông, P. Phú Hài, TP. Phan Thiết, Tỉnh Bình Thuận",2023-02-22,2023-02-08,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV6,Miền Đông,Phường Phú Hài,"22921",2026-05-13
SHOP_22,"[""VACCINE""]","VX HNI Tầng 1 Tòa Nhà CT4A, KĐT Bắc Linh Đàm, P. Định Công","Tầng 1, Tòa Nhà CT4A, KĐT Bắc Linh Đàm, P. Đại Kim, Q. Hoàng Mai, TP. Hà Nội",2024-08-02,2024-07-30,2149-06-06,Hà Nội,"26",Hà Nội - KV17,Hà Nội,Phường Đại Kim,"316",2026-05-13
SHOP_220,"[""F""]","LC TQG 43 Trần Phú, X. Quản Bạ","43 Trần Phú, TT. Tam Sơn, H. Quản Bạ, Tỉnh Hà Giang",2023-12-10,2023-11-18,2149-06-06,Tỉnh Hà Giang,"25",Miền Bắc 1 - KV16,Miền Bắc 1,Thị trấn Tam Sơn,"874",2026-05-13
SHOP_221,"[""F""]","LC NBH 439 Trần Hưng Đạo, P. Phủ Lý","439 Trần Hưng Đạo, P. Châu Cầu, TP. Phủ Lý, Tỉnh Hà Nam",2023-04-18,2023-03-26,2149-06-06,Tỉnh Hà Nam,"27",Miền Bắc 2 - KV3,Miền Bắc 2,Phường Châu Cầu,"90515",2026-05-13
SHOP_222,"[""F""]","LC HCM 259 Đường 750, X. An Long","259 Đường 750, Xã Tân Long, Huyện Phú Giáo, Tỉnh Bình Dương",2025-12-19,2025-12-02,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV14,Hồ Chí Minh 2,Xã Tân Long,"25879",2026-05-13
SHOP_223,"[""F""]","LC KHA 165 Đường 2/4, P. Bắc Nha Trang","165 Đường 2/4, P. Vĩnh Hòa, TP. Nha Trang, Tỉnh Khánh Hoà",2023-03-06,2023-02-07,2149-06-06,Tỉnh Khánh Hòa,"35",Miền Đông - KV27,Miền Đông,Phường Vĩnh Hòa,"22327",2026-05-13
SHOP_224,"[""F""]","LC HCM 14 Bình Phú, P. Bình Phú","14 Bình Phú, P. 11, Q. 6, TP. Hồ Chí Minh",2023-05-09,2021-09-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV7,Hồ Chí Minh 1,Phường 11,"27364",2026-05-13
SHOP_225,"[""VACCINE""]","VX HNI 27-29 Vạn Phúc, P. Hà Đông","27-29 Vạn Phúc, P. Vạn Phúc, Q. Hà Đông, TP. Hà Nội",2024-03-01,2024-02-27,2149-06-06,Hà Nội,"26",Hà Nội - KV1,Hà Nội,Phường Vạn Phúc,"9544",2026-05-13
SHOP_226,"[""F""]","LC HPG 343 Nguyễn Chế Nghĩa, X. Gia Lộc","343 Nguyễn Chế Nghĩa, TT. Gia Lộc, H. Gia Lộc, Tỉnh Hải Dương",2021-07-08,2021-06-24,2149-06-06,Tỉnh Hải Dương,"24",Miền Bắc 2 - KV4,Miền Bắc 2,Thị trấn Gia Lộc,"10999",2026-05-13
SHOP_227,"[""VACCINE""]","VX BNH 143 Trần Hưng Đạo, P. Quế Võ","143 Trần Hưng Đạo, P. Phố Mới, TX. Quế Võ, Tỉnh Bắc Ninh",2024-06-07,2024-06-04,2149-06-06,Tỉnh Bắc Ninh,"7",Hà Nội - KV34,Hà Nội,Phường Phố Mới,"9247",2026-05-13
SHOP_228,"[""F""]","LC HCM 51 Cách Mạng Tháng 8, P. Lái Thiêu","51 Cách Mạng Tháng Tám, P. Lái Thiêu, TP. Thuận An, Tỉnh Bình Dương",2024-06-07,2024-04-21,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV5,Hồ Chí Minh 2,Phường Lái Thiêu,"25966",2026-05-13
SHOP_229,"[""F""]","LC HCM 38 Liêu Bình Hương, X. Củ Chi","38 Liêu Bình Hương, X. Tân Thông Hội, H. Củ Chi, TP. Hồ Chí Minh",2024-05-23,2024-04-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV18,Hồ Chí Minh 1,Xã Tân Thông Hội,"27556",2026-05-13
SHOP_23,"[""HOPE""]","HOPE DNI Tầng 9 1048A Phạm Văn Thuận, P. Tam HiệP","Tầng 9, 1048A Phạm Văn Thuận, P. Tân Mai, TP. Biên Hòa, Tỉnh Đồng Nai",2149-06-06,2023-09-12,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV5,Miền Đông,Phường Tân Mai,"26026",2026-05-13
SHOP_230,"[""F""]","LC DNI ĐT755, X. Phước Sơn","Đường ĐT755, X. Thống Nhất, H. Bù Đăng, Tỉnh Bình Phước",2023-08-23,2023-08-05,2149-06-06,Tỉnh Bình Phước,"8",Miền Đông - KV22,Miền Đông,Xã Thống Nhất,"25420",2026-05-13
SHOP_231,"[""F""]","LC HCM 955 Đoàn Nguyên Tuấn, X. Hưng Long","955 Đoàn Nguyên Tuấn, X. Hưng Long, H. Bình Chánh, TP. Hồ Chí Minh",2023-03-24,2023-03-11,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV38,Hồ Chí Minh 1,Xã Hưng Long,"27628",2026-05-13
SHOP_232,"[""F""]","LC QNH 211 Nguyễn Bình, P. Đông Triều","211 Nguyễn Bình, P. Đức Chính, TP. Đông Triều, Tỉnh Quảng Ninh",2023-07-19,2023-06-28,2149-06-06,Tỉnh Quảng Ninh,"49",Miền Bắc 2 - KV5,Miền Bắc 2,Phường Đức Chính,"7093",2026-05-13
SHOP_233,"[""F""]","LC HNI 269 Phố Mới, X. Liên Minh","269 Phố Mới, X. Thọ Xuân, H. Đan Phượng, TP. Hà Nội",2023-05-18,2023-03-13,2149-06-06,Hà Nội,"26",Hà Nội - KV15,Hà Nội,Xã Thọ Xuân,"9793",2026-05-13
SHOP_234,"[""F""]","LC LĐG Thôn 3A, X. Quảng Sơn","Thôn 3A, X. Quảng Sơn, H. Đắk Glong, Tỉnh Đắk Nông",2024-08-16,2024-07-21,2149-06-06,Tỉnh Đăk Nông,"19",Miền Đông - KV30,Miền Đông,Xã Quảng Sơn,"24616",2026-05-13
SHOP_235,"[""F""]","LC DAG 80 Hùng Vương, P. Tam Kỳ","80 Hùng Vương, P. An Mỹ, TP. Tam Kỳ, Tỉnh Quảng Nam",2021-12-21,2021-10-04,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV3,Miền Trung,Phường An Mỹ,"20341",2026-05-13
SHOP_236,"[""F""]","LC HNI 105 Phố Huyện, X. Quốc Oai","105 Phố Huyện, TT. Quốc Oai, H. Quốc Oai, TP. Hà Nội",2024-01-30,2023-03-16,2149-06-06,Hà Nội,"26",Hà Nội - KV6,Hà Nội,Thị trấn Quốc Oai,"9895",2026-05-13
SHOP_237,"[""F""]","LC HNI 202-204 Xuân Phương, P. Xuân Phương","202-204 Xuân Phương, X. Vân Canh, H. Hoài Đức, TP. Hà Nội",2021-10-24,2021-07-01,2149-06-06,Hà Nội,"26",Hà Nội - KV10,Hà Nội,Xã Vân Canh,"9862",2026-05-13
SHOP_238,"[""F""]","LC LĐG 507 Thống Nhất, X. Đức Trọng","507 Thống Nhất, TT. Liên Nghĩa, H. Đức Trọng, Tỉnh Lâm Đồng",2022-08-09,2022-08-23,2149-06-06,Tỉnh Lâm Đồng,"40",Miền Đông - KV36,Miền Đông,Thị trấn Liên Nghĩa,"24958",2026-05-13
SHOP_239,"[""F""]","LC HCM 45/3 Tô Ngọc Vân, P. Thới An","45/3 Tô Ngọc Vân, P. Thạnh Xuân, Q. 12, TP. Hồ Chí Minh",2023-12-13,2023-11-21,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV12,Hồ Chí Minh 1,Phường Thạnh Xuân,"26764",2026-05-13
SHOP_24,"[""F""]","LC TQG Xóm 4, X. Bắc Quang","Xóm 4, Thôn Pắc Há, X. Quang Minh, H. Bắc Quang, Tỉnh Hà Giang",2025-07-31,2025-07-03,2149-06-06,Tỉnh Hà Giang,"25",Miền Bắc 1 - KV16,Miền Bắc 1,Xã Quang Minh,"1189",2026-05-13
SHOP_240,"[""F""]","LC VLG Quốc Lộ 54, X. Tân Lược","Quốc lộ 54, X. Tân Lược, H. Bình Tân, Tỉnh Vĩnh Long",2025-07-02,2025-06-18,2149-06-06,Tỉnh Vĩnh Long,"62",Miền Tây Nam Bộ - KV29,Miền Tây,Xã Tân Lược,"29785",2026-05-13
